-DOCSTART- -X- O
[ OT B-O 
D×K OT B-O 
] OT B-O 
và OT B-O 
T OT B-O 
OP OT B-O 
IC OT B-O 
[ OT B-O 
K×V OT B-O 
] OT B-O 
. OT B-O 
Nhắc OT B-O 
lại OT B-O 
giả OT B-O 
sử OT B-O 
cơ OT B-O 
bản OT B-O 
của OT B-O 
các OT B-O 
mô OT B-O 
hình OT B-O 
chủ OT B-O 
đề OT B-O 
, OT B-O 
trong OT B-O 
đó OT B-O 
mỗi OT B-O 
văn OT B-O 
bản OT B-O 
được OT B-O 
trộn OT B-O 
bởi OT B-O 
các OT B-O 
chủ OT B-O 
đề OT B-O 

bằng OT B-O 
thực OT B-O 
nghiệm OT B-O 
những OT B-O 
phương OT B-O 
pháp OT B-O 
đó OT B-O 
. OT B-O 
Để OT B-O 
hiểu OT B-O 
rõ OT B-O 
hơn OT B-O 
về OT B-O 
CL AN B-AN 
, OT B-O 
trước OT B-O 
tiên OT B-O 
chúng OT B-O 
ta OT B-O 
sẽ OT B-O 
tìm OT B-O 
hiểu OT B-O 
chi OT B-O 
tiết OT B-O 
mô OT B-O 
hình OT B-O 
SimCLR AN I-AN 
, OT B-O 
một OT B-O 
trong OT B-O 
những OT B-O 
mô OT B-O 
hình OT B-O 
có OT B-O 
kết OT B-O 
quả OT B-O 
SOTA AN B-AN 
và OT B-O 
đại OT B-O 
diện OT B-O 
cho OT B-O 
nhóm OT B-O 
các OT B-O 
phương OT B-O 
pháp OT B-O 

ρ OT B-O 
tỷ OT B-O 
lệ OT B-O 
học OT B-O 
với OT B-O 
hai OT B-O 
tham OT B-O 
số OT B-O 
κ OT B-O 
và OT B-O 
τ OT B-O 
K OT B-O 

Đặc OT B-O 
biệt OT B-O 
, OT B-O 
khi OT B-O 
áp OT B-O 
dụng OT B-O 
phép OT B-O 
DA AN B-AN 
này OT B-O 
vào OT B-O 
những OT B-O 
mô OT B-O 
hình OT B-O 
Đồ OT B-O 
án OT B-O 
tốt OT B-O 
nghiệp OT B-O 
34 OT B-O 

này OT B-O 
sẽ OT B-O 
được OT B-O 
sử OT B-O 
dụng OT B-O 
để OT B-O 
xác OT B-O 
định OT B-O 
thứ OT B-O 
tự OT B-O 
các OT B-O 
amino OT B-O 
axid OT B-O 
trong OT B-O 
protein OT B-O 
( OT B-O 
sẽ OT B-O 
trình OT B-O 
bày OT B-O 
ở OT B-O 
phần OT B-O 
dưới OT B-O 
) OT B-O 
. OT B-O 
Sợi OT B-O 
DNA AN B-AN 
có OT B-O 
khả OT B-O 
năng OT B-O 
nhân OT B-O 
đôi OT B-O 
bằng OT B-O 
cách OT B-O 
tách OT B-O 
mạch OT B-O 
xoắn OT B-O 
kép OT B-O 
thành OT B-O 
hai OT B-O 
mạch OT B-O 
đơn OT B-O 

Hình OT B-O 
5 OT B-O 
. OT B-O 
8 OT B-O 
: OT B-O 
Độ OT B-O 
chính OT B-O 
xác OT B-O 
trung OT B-O 
bình OT B-O 
khi OT B-O 
kết OT B-O 
thúc OT B-O 
mỗi OT B-O 
tác OT B-O 
vụ OT B-O 
trên OT B-O 
tập OT B-O 
Permuted OT B-O 
MNIST AN B-AN 
với OT B-O 
VBD AN B-AN 
- AN I-AN 
CL AN I-AN 
và OT B-O 
HAT AN B-AN 
. OT B-O 
45 OT B-O 

𝜃 OT B-O 
ở OT B-O 
tác OT B-O 
vụ OT B-O 
hiện OT B-O 
tại OT B-O 
B OT B-O 
, OT B-O 
và OT B-O 
∇ OT B-O 
log OT B-O 
𝑝 OT B-O 
( OT B-O 
𝜃𝐴 OT B-O 
, OT B-O 
𝑖 OT B-O 
| OT B-O 
𝐷𝐴 OT B-O 
) OT B-O 
= OT B-O 
0 OT B-O 
do OT B-O 
𝜃𝐴 OT B-O 
, OT B-O 
𝑖 OT B-O 
là OT B-O 
giá OT B-O 
trị OT B-O 
tối OT B-O 
ưu OT B-O 
ở OT B-O 
tác OT B-O 
vụ OT B-O 
A OT B-O 
. OT B-O 

13 OT B-O 
Với OT B-O 
L OT B-O 
là OT B-O 
số OT B-O 
lần OT B-O 
lấy OT B-O 
mẫu OT B-O 
để OT B-O 
xấp OT B-O 
xỉ OT B-O 
kỳ OT B-O 
vọng OT B-O 
. OT B-O 
2.3.4 OT B-O 

số OT B-O 
cần OT B-O 
học OT B-O 
của OT B-O 
mạng OT B-O 
là OT B-O 
các OT B-O 
ma OT B-O 
trận OT B-O 
trọng OT B-O 
số OT B-O 
W OT B-O 
, OT B-O 
M OT B-O 
và OT B-O 
giá OT B-O 
trị OT B-O 
bias OT B-O 
b OT B-O 
. OT B-O 
19 OT B-O 
h1 OT B-O 

Từ OT B-O 
đây OT B-O 
chúng OT B-O 
tôi OT B-O 
thấy OT B-O 
đại OT B-O 
lượng OT B-O 
ρ OT B-O 
này OT B-O 
rất OT B-O 
có OT B-O 
ý OT B-O 
nghĩa OT B-O 
trong OT B-O 
việc OT B-O 
giúp OT B-O 
SVB AN B-AN 
- AN I-AN 
PP AN I-AN 
khắc OT B-O 
phục OT B-O 
những OT B-O 
hạn OT B-O 
chế OT B-O 
của OT B-O 
SVB AN I-AN 
như OT B-O 
sau OT B-O 
: OT B-O 
• OT B-O 
Quên OT B-O 
đi OT B-O 
tri OT B-O 
thức OT B-O 
cũ OT B-O 
với OT B-O 
tốc OT B-O 
độ OT B-O 
hàm OT B-O 
mũ OT B-O 
, OT B-O 
giúp OT B-O 
phương OT B-O 
pháp OT B-O 
có OT B-O 
cơ OT B-O 
chế OT B-O 
cân OT B-O 

postgresql OT B-O 
, OT B-O 
AJAX AN B-AN 
, OT B-O 
hibernate OT B-O 
và OT B-O 
Node.js OT B-O 
đây OT B-O 
là OT B-O 
những OT B-O 
công OT B-O 
nghệ OT B-O 
rất OT B-O 
phù OT B-O 
hợp OT B-O 
với OT B-O 
đồ OT B-O 
án OT B-O 
của OT B-O 
em OT B-O 
. OT B-O 
- OT B-O 
Framework OT B-O 
spring OT B-O 
boot OT B-O 
là OT B-O 
thư OT B-O 
viện OT B-O 
sử OT B-O 
dụng OT B-O 
ngôn OT B-O 
ngữ OT B-O 
java OT B-O 
. OT B-O 

tương OT B-O 
đương OT B-O 
, OT B-O 
được OT B-O 
gọi OT B-O 
là OT B-O 
Cận AN B-AN 
dưới AN I-AN 
chắc AN I-AN 
chắn AN I-AN 
( OT B-O 
ELBO AN B-AN 
) OT B-O 
: OT B-O 
𝐸𝐿𝐵𝑂 OT B-O 
= OT B-O 
𝐸𝑞𝜙 OT B-O 
( OT B-O 
𝜃 OT B-O 
) OT B-O 
log OT B-O 
𝑝 OT B-O 
( OT B-O 
𝐷 OT B-O 
|𝜃 OT B-O 
) OT B-O 
− OT B-O 
𝐾𝐿 OT B-O 
( OT B-O 
𝑞𝜙 OT B-O 
( OT B-O 
𝜃 OT B-O 
) OT B-O 
| OT B-O 
|𝑝 OT B-O 
( OT B-O 
𝜃 OT B-O 
) OT B-O 
) OT B-O 

cách OT B-O 
tương OT B-O 
tự OT B-O 
. OT B-O 
Ta OT B-O 
sử OT B-O 
dụng OT B-O 
GRU AN B-AN 
hai OT B-O 
chiều OT B-O 
để OT B-O 
mã OT B-O 
hóa OT B-O 
các OT B-O 
câu OT B-O 
trong OT B-O 
văn OT B-O 
bản OT B-O 
ℎ⃗⃗𝑖 OT B-O 
= OT B-O 
⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗ OT B-O 

end OT B-O 
for OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 
44 OT B-O 

thành OT B-O 
một OT B-O 
bộ OT B-O 
dữ OT B-O 
liệu OT B-O 
gọi OT B-O 
là OT B-O 
Split OT B-O 
CIFAR10 AN B-AN 
/ AN I-AN 
100 AN I-AN 
và OT B-O 
sử OT B-O 
dụng OT B-O 
cho OT B-O 
kịch OT B-O 
bản OT B-O 
gia OT B-O 
tăng OT B-O 
số OT B-O 
lượng OT B-O 
tác OT B-O 
vụ OT B-O 
trong OT B-O 
Học OT B-O 
liên OT B-O 
tục OT B-O 
. OT B-O 
Mỗi OT B-O 
tác OT B-O 
vụ OT B-O 
sẽ OT B-O 
tương OT B-O 
ứng OT B-O 
với OT B-O 
việc OT B-O 

Hard OT B-O 
parameter OT B-O 
sharing OT B-O 
Hình OT B-O 
dưới OT B-O 
đây OT B-O 
mô OT B-O 
tả OT B-O 
phương OT B-O 
pháp OT B-O 
hard OT B-O 
parameter OT B-O 
sharing OT B-O 
trong OT B-O 
MTL AN B-AN 
. OT B-O 
Hình OT B-O 
10 OT B-O 
: OT B-O 
Hard OT B-O 
parameter OT B-O 
sharing OT B-O 

và OT B-O 
Permuted OT B-O 
MNIST AN B-AN 
cùng OT B-O 
chung OT B-O 
một OT B-O 
kiến OT B-O 
trúc OT B-O 
MLP AN B-AN 
hai OT B-O 
tầng OT B-O 
, OT B-O 
Split OT B-O 
CIFAR100 AN B-AN 
và OT B-O 
Split OT B-O 
CIFAR10 AN B-AN 
- AN I-AN 
100 AN I-AN 
cùng OT B-O 
chung OT B-O 
một OT B-O 
kiến OT B-O 
trúc OT B-O 
mạng OT B-O 
CNN AN B-AN 
( OT B-O 
chỉ OT B-O 
khác OT B-O 
nhau OT B-O 
ở OT B-O 
số OT B-O 
tác OT B-O 

phương OT B-O 
pháp OT B-O 
học OT B-O 
dòng OT B-O 
cho OT B-O 
các OT B-O 
mô OT B-O 
hình OT B-O 
Bayesian OT B-O 
. OT B-O 
Một OT B-O 
số OT B-O 
công OT B-O 
việc OT B-O 
như OT B-O 
Streaming OT B-O 
Variational OT B-O 
Bayes OT B-O 
( OT B-O 
SVB AN B-AN 
) OT B-O 
[ OT B-O 
4 OT B-O 
] OT B-O 
, OT B-O 
Hierarchical OT B-O 
Power OT B-O 
Priors OT B-O 
( OT B-O 
HPP AN B-AN 
) OT B-O 
[ OT B-O 
10 OT B-O 
] OT B-O 
đề OT B-O 
xuất OT B-O 
các OT B-O 
thuật OT B-O 
toán OT B-O 
cập OT B-O 
nhật OT B-O 
đệ OT B-O 
quy OT B-O 
phân OT B-O 
tham OT B-O 
số OT B-O 
biến OT B-O 
phân OT B-O 
biến OT B-O 
toàn OT B-O 
cục OT B-O 
của OT B-O 

, OT B-O 
log OT B-O 
( OT B-O 
i+1 OT B-O 
) OT B-O 
nếu OT B-O 
như OT B-O 
test OT B-O 
item OT B-O 
ở OT B-O 
vị OT B-O 
trí OT B-O 
i OT B-O 
trong OT B-O 
top OT B-O 
K OT B-O 
. OT B-O 

− OT B-O 
log OT B-O 
( OT B-O 
𝜎𝑡 OT B-O 
) OT B-O 
} OT B-O 
Việc OT B-O 
lựa OT B-O 
chọn OT B-O 
phân OT B-O 
phối OT B-O 
, OT B-O 
cũng OT B-O 
như OT B-O 
quá OT B-O 
trình OT B-O 
lấy OT B-O 
mẫu OT B-O 
và OT B-O 
áp OT B-O 
dụng OT B-O 
LRT AN B-AN 
sẽ OT B-O 
được OT B-O 

Bảng OT B-O 
2 OT B-O 
. OT B-O 
2 OT B-O 
: OT B-O 
Hiệu OT B-O 
năng OT B-O 
của OT B-O 
các OT B-O 
mô OT B-O 
hình OT B-O 
trước OT B-O 
đó OT B-O 
với OT B-O 
bài OT B-O 
toán OT B-O 
PKD AN B-AN 
. OT B-O 
Soft-LR AN B-AN 
( OT B-O 
EM AN B-AN 
) OT B-O 
tỏ OT B-O 
ra OT B-O 
vượt OT B-O 
trội OT B-O 
hơn OT B-O 
hẳn OT B-O 
khi OT B-O 
sử OT B-O 
dụng OT B-O 
các OT B-O 
đặc OT B-O 
trưng OT B-O 
thủ OT B-O 
công OT B-O 
làm OT B-O 
biểu OT B-O 
diễn OT B-O 
cho OT B-O 
dữ OT B-O 
liệu OT B-O 
. OT B-O 

Evaluation OT B-O 
( OT B-O 
D3 OT B-O 
) OT B-O 
: OT B-O 
là OT B-O 
đánh OT B-O 
giá OT B-O 
của OT B-O 
người OT B-O 
có OT B-O 
ảnh OT B-O 
hưởng OT B-O 
lớn OT B-O 
, OT B-O 
nổi OT B-O 
tiếng OT B-O 
. OT B-O 
Thường OT B-O 

[ OT B-O 
wdn OT B-O 
= OT B-O 
wj OT B-O 
] OT B-O 
end OT B-O 
while OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 

tại OT B-O 
là OT B-O 
t OT B-O 
có OT B-O 
tập OT B-O 
dữ OT B-O 
liệu OT B-O 
là OT B-O 
Dt OT B-O 
= OT B-O 
{ OT B-O 
xti OT B-O 
, OT B-O 
yit OT B-O 
} OT B-O 
| OT B-O 
D OT B-O 
i=1 OT B-O 
, OT B-O 
độ OT B-O 
quan OT B-O 
trọng OT B-O 
của OT B-O 
tham OT B-O 
số OT B-O 
θj OT B-O 
đối OT B-O 
với OT B-O 
mô OT B-O 
hình OT B-O 
cho OT B-O 
tới OT B-O 
tác OT B-O 
vụ OT B-O 
t OT B-O 
− OT B-O 
1 OT B-O 
là OT B-O 
Ωt−1 OT B-O 

AGS AN B-AN 
- AN I-AN 
CL AN I-AN 
được OT B-O 
xây OT B-O 
dựng OT B-O 
trên OT B-O 
tư OT B-O 
tưởng OT B-O 
giảm OT B-O 
thiểu OT B-O 
sự OT B-O 
thay OT B-O 
đổi OT B-O 
của OT B-O 
luồng OT B-O 
thông OT B-O 
tin OT B-O 
truyền OT B-O 
qua OT B-O 
các OT B-O 
nơ-ron OT B-O 
của OT B-O 
mạng OT B-O 
. OT B-O 
AGS AN I-AN 
- AN I-AN 
CL AN I-AN 
định OT B-O 
nghĩa OT B-O 
hai OT B-O 
nguyên OT B-O 
nhân OT B-O 
chính OT B-O 
của OT B-O 

Thứ OT B-O 
nhất OT B-O 
, OT B-O 
cả OT B-O 
hai OT B-O 
đều OT B-O 
tìm OT B-O 
độ OT B-O 
quan OT B-O 
trọng OT B-O 
của OT B-O 
nơ-ron OT B-O 
trong OT B-O 
từng OT B-O 
tác OT B-O 
vụ OT B-O 
. OT B-O 
Tuy OT B-O 
nhiên OT B-O 
, OT B-O 
HAT AN B-AN 
tiếp OT B-O 
cận OT B-O 
theo OT B-O 
cơ OT B-O 

( OT B-O 
SGVB AN B-AN 
) OT B-O 
là OT B-O 
một OT B-O 
phương OT B-O 
pháp OT B-O 
tối OT B-O 
ưu OT B-O 
hiệu OT B-O 
quả OT B-O 
cho OT B-O 
hàm OT B-O 
mục OT B-O 
tiêu OT B-O 
này OT B-O 
, OT B-O 
bằng OT B-O 
việc OT B-O 
ước OT B-O 
lượng OT B-O 
đại OT B-O 
lượng OT B-O 
khả OT B-O 
năng OT B-O 
xảy OT B-O 
ra OT B-O 
trong OT B-O 
quá OT B-O 
trình OT B-O 
học OT B-O 
trên OT B-O 
từng OT B-O 
tập OT B-O 
con OT B-O 
có OT B-O 
M OT B-O 
điểm OT B-O 
dữ OT B-O 
liệu OT B-O 
trong OT B-O 
toàn OT B-O 
bộ OT B-O 
dữ OT B-O 
liệu OT B-O 
𝐷 OT B-O 
bằng OT B-O 
kĩ OT B-O 
thuật OT B-O 
Monte OT B-O 
Carlo OT B-O 
[ OT B-O 
9 OT B-O 
] OT B-O 
và OT B-O 
kĩ OT B-O 
thuật OT B-O 
đổi OT B-O 
biến OT B-O 

tới OT B-O 
hiện OT B-O 
tại OT B-O 
: OT B-O 
R= OT B-O 
Nt OT B-O 

như OT B-O 
huấn OT B-O 
luyện OT B-O 
của OT B-O 
kỹ OT B-O 
thuật OT B-O 
VBD AN B-AN 
. OT B-O 
2.1 OT B-O 
Tổng OT B-O 
quan OT B-O 
về OT B-O 
học OT B-O 
liên OT B-O 
tục OT B-O 

1.2 OT B-O 
Mạng LF B-LF 
nơ- LF I-LF 
ron LF I-LF 
Mạng LF I-LF 
nơ-ron LF I-LF 
nhân LF I-LF 
tạo LF I-LF 
( OT B-O 
Artificial OT B-O 
neural OT B-O 
network OT B-O 
- LF I-LF 
ANN AN B-AN 
) OT B-O 
là OT B-O 
một OT B-O 
phương OT B-O 
thức OT B-O 
xử OT B-O 
lý OT B-O 
thông OT B-O 

bảo OT B-O 
rằng OT B-O 
các OT B-O 
vector OT B-O 
embeddings OT B-O 
của OT B-O 
từ OT B-O 
nối OT B-O 
có OT B-O 
cùng OT B-O 
quan OT B-O 
hệ OT B-O 
phải OT B-O 
khác OT B-O 
nhau OT B-O 
. OT B-O 
Cụ OT B-O 
thể OT B-O 
, OT B-O 
với OT B-O 
mỗi OT B-O 
quan OT B-O 
hệ OT B-O 
ri OT B-O 
∈ OT B-O 
R OT B-O 
, OT B-O 
gọi OT B-O 
tập OT B-O 
Ci OT B-O 
là OT B-O 
tập OT B-O 
con OT B-O 
của OT B-O 
tập OT B-O 
từ OT B-O 
nối OT B-O 
C OT B-O 
gồm OT B-O 
các OT B-O 
từ OT B-O 
nối OT B-O 
liên OT B-O 
kết OT B-O 
với OT B-O 

− OT B-O 
KL OT B-O 
( OT B-O 
q OT B-O 
( OT B-O 
θ OT B-O 
| OT B-O 
ν OT B-O 
) OT B-O 
| OT B-O 
p OT B-O 
( OT B-O 
θ OT B-O 
| OT B-O 
D1 OT B-O 
: OT B-O 
T OT B-O 
−1 OT B-O 
, OT B-O 
α OT B-O 
) OT B-O 
) OT B-O 
Việc OT B-O 
sử OT B-O 
dụng OT B-O 
Gaussian OT B-O 
Mixture OT B-O 
Model OT B-O 
( OT B-O 
GMM AN B-AN 
) OT B-O 
cho OT B-O 
mô OT B-O 
hình OT B-O 
là OT B-O 
thay OT B-O 
vì OT B-O 
sử OT B-O 
dụng OT B-O 
q OT B-O 
( OT B-O 
θ OT B-O 
| OT B-O 
ν OT B-O 
) OT B-O 
là OT B-O 
một OT B-O 
phần OT B-O 

VBD AN B-AN 
- AN I-AN 
CL AN I-AN 
được OT B-O 
huấn OT B-O 
luyện OT B-O 
với OT B-O 
150 OT B-O 
vòng OT B-O 
lặp OT B-O 
, OT B-O 
và OT B-O 
các OT B-O 
phương OT B-O 
pháp OT B-O 
còn OT B-O 
lại OT B-O 
là OT B-O 
100 OT B-O 
vòng OT B-O 
lặp OT B-O 
. OT B-O 

P OT B-O 
nếu OT B-O 
như OT B-O 
dùng OT B-O 
P OT B-O 
ta OT B-O 
đo OT B-O 
thấy OT B-O 
năng OT B-O 
lực OT B-O 
thực OT B-O 
thi OT B-O 
của OT B-O 
chương OT B-O 
trình OT B-O 
có OT B-O 
tiến OT B-O 
bộ OT B-O 
sau OT B-O 
khi OT B-O 
trải OT B-O 
qua OT B-O 
E OT B-O 
” OT B-O 
( OT B-O 
máy OT B-O 
đã OT B-O 
học OT B-O 
) OT B-O 
[ OT B-O 
32 OT B-O 
] OT B-O 
. OT B-O 
Một OT B-O 
nhánh OT B-O 
nhỏ OT B-O 
trong OT B-O 
học OT B-O 
máy OT B-O 
gần OT B-O 
đây OT B-O 
rất OT B-O 
được OT B-O 
ưu OT B-O 
chuộng OT B-O 
là OT B-O 
học OT B-O 
sâu OT B-O 
( OT B-O 
deep OT B-O 
learning OT B-O 
) OT B-O 
. OT B-O 

( OT B-O 
2.8 OT B-O 
) OT B-O 
trong OT B-O 
đó OT B-O 
A OT B-O 
, OT B-O 
B OT B-O 
∈ OT B-O 
Rs OT B-O 
, OT B-O 
⊗ OT B-O 
là OT B-O 
phép OT B-O 
nhân OT B-O 
từng OT B-O 
phân OT B-O 
tử OT B-O 
. OT B-O 
Khi OT B-O 
đó OT B-O 
, OT B-O 
đầu OT B-O 
ra OT B-O 
v OT B-O 
( OT B-O 
[ OT B-O 
A OT B-O 
B OT B-O 
] OT B-O 
) OT B-O 
sẽ OT B-O 
là OT B-O 
một OT B-O 
vector OT B-O 

t OT B-O 
bằng OT B-O 
cách OT B-O 
trích OT B-O 
xuất OT B-O 
thành OT B-O 
phần OT B-O 
G OT B-O 
( OT B-O 
Θt OT B-O 
) OT B-O 
từ OT B-O 
đại OT B-O 
lượng OT B-O 
likelihood OT B-O 
log OT B-O 
p OT B-O 
( OT B-O 
Dt OT B-O 
| OT B-O 
Θ OT B-O 
̃ OT B-O 
) OT B-O 
. OT B-O 
Việc OT B-O 
này OT B-O 
có OT B-O 
thể OT B-O 
thực OT B-O 
hiện OT B-O 
bằng OT B-O 
cách OT B-O 
sử OT B-O 
dụng OT B-O 
suy OT B-O 
diễn OT B-O 
biến OT B-O 
phân OT B-O 
chẳng OT B-O 
hạn OT B-O 
. OT B-O 

Hình OT B-O 
2 OT B-O 
. OT B-O 
3 OT B-O 
: OT B-O 
Cấu OT B-O 
trúc OT B-O 
khái OT B-O 
quát OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
Transformer OT B-O 
. OT B-O 
Trong OT B-O 
đó OT B-O 
Q OT B-O 
, OT B-O 
K OT B-O 
và OT B-O 
V OT B-O 
lần OT B-O 
lượt OT B-O 
là OT B-O 
ma OT B-O 
trận OT B-O 
của OT B-O 
các OT B-O 
query OT B-O 
, OT B-O 
key OT B-O 
và OT B-O 
value OT B-O 
. OT B-O 
Trong OT B-O 
mô OT B-O 
hình OT B-O 

PV OT B-O 
Eξ OT B-O 
[ OT B-O 
A OT B-O 
( OT B-O 
s̃k OT B-O 
) OT B-O 
] OT B-O 
− OT B-O 
A OT B-O 
( OT B-O 
sk OT B-O 
) OT B-O 
) OT B-O 
j=1 OT B-O 
ukj OT B-O 
tương OT B-O 
đương OT B-O 
với OT B-O 
một OT B-O 
phép OT B-O 
chính OT B-O 

k OT B-O 
, OT B-O 
σ OT B-O 
I OT B-O 
) OT B-O 
( OT B-O 
46 OT B-O 
) OT B-O 
trong OT B-O 
đó OT B-O 
k OT B-O 
là OT B-O 
chỉ OT B-O 
số OT B-O 
hàng OT B-O 
của OT B-O 
Θ OT B-O 
( OT B-O 
có OT B-O 
kích OT B-O 
thước OT B-O 
K OT B-O 
× OT B-O 
V OT B-O 
) OT B-O 
và OT B-O 
I OT B-O 
là OT B-O 
một OT B-O 
ma OT B-O 
trận OT B-O 
kích OT B-O 

đổi OT B-O 
quá OT B-O 
nhiều OT B-O 
. OT B-O 
( OT B-O 
a OT B-O 
) OT B-O 
HR AN B-AN 
@ OT B-O 
10 OT B-O 

Pr OT B-O 
= OT B-O 
softmax OT B-O 
( OT B-O 
ErVr OT B-O 
) OT B-O 
∈ OT B-O 
ℝn OT B-O 
Pc OT B-O 
= OT B-O 
softmax OT B-O 
( OT B-O 
EcVc OT B-O 
) OT B-O 
∈ OT B-O 
ℝk OT B-O 
trong OT B-O 
đó OT B-O 
Pr OT B-O 
, OT B-O 
Pc OT B-O 
là OT B-O 
phân OT B-O 
phối OT B-O 
xác OT B-O 
suất OT B-O 
trên OT B-O 
tập OT B-O 
quan OT B-O 
hệ OT B-O 
R OT B-O 
và OT B-O 
tập OT B-O 
các OT B-O 
từ OT B-O 
nối OT B-O 
C OT B-O 
. OT B-O 

∇ELBO OT B-O 
. OT B-O 
( OT B-O 
4.2 OT B-O 
) OT B-O 
Chú OT B-O 
ý OT B-O 
rằng OT B-O 
mô OT B-O 
hình OT B-O 
cần OT B-O 
giữ OT B-O 
lại OT B-O 
được OT B-O 
tri OT B-O 
thức OT B-O 
của OT B-O 
tất OT B-O 
cả OT B-O 
các OT B-O 
tác OT B-O 
vụ OT B-O 
phía OT B-O 
trước OT B-O 
, OT B-O 
vì OT B-O 

min OT B-O 
C OT B-O 
( OT B-O 
G OT B-O 
) OT B-O 
= OT B-O 
log OT B-O 
4 OT B-O 
, OT B-O 
khi OT B-O 
và OT B-O 
chỉ OT B-O 
khi OT B-O 
⇔ OT B-O 
p OT B-O 
g OT B-O 
= OT B-O 
pdat OT B-O 
a OT B-O 
p OT B-O 

thấy OT B-O 
sở OT B-O 
thích OT B-O 
ngắn OT B-O 
hạn OT B-O 
của OT B-O 
người OT B-O 
dùng OT B-O 
. OT B-O 
Và OT B-O 
ý OT B-O 
tưởng OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
BERT AN B-AN 
được OT B-O 
áp OT B-O 
dụng OT B-O 
để OT B-O 
học OT B-O 
ra OT B-O 
các OT B-O 
bài OT B-O 
báo OT B-O 
quan OT B-O 
trọng OT B-O 
hơn OT B-O 
với OT B-O 
người OT B-O 
dùng OT B-O 
, OT B-O 
đồng OT B-O 
thời OT B-O 
cũng OT B-O 
thể OT B-O 

RNN AN B-AN 
hai OT B-O 
chiều OT B-O 
kết OT B-O 
hợp OT B-O 
hai OT B-O 
RNN AN I-AN 
với OT B-O 
nhau OT B-O 
. OT B-O 
Trình OT B-O 
tự OT B-O 
đầu OT B-O 
vào OT B-O 
được OT B-O 
cung OT B-O 
cấp OT B-O 
theo OT B-O 
thứ OT B-O 
tự OT B-O 
thời OT B-O 
gian OT B-O 
bình OT B-O 
thường OT B-O 
cho OT B-O 
một OT B-O 
mạng OT B-O 
và OT B-O 
theo OT B-O 
thứ OT B-O 
tự OT B-O 
thời OT B-O 
gian OT B-O 
ngược OT B-O 
lại OT B-O 
cho OT B-O 
mạng OT B-O 

74.3 OT B-O 
Bảng OT B-O 
5 OT B-O 
: OT B-O 
Kết OT B-O 
quả OT B-O 
khi OT B-O 
kết OT B-O 
hợp OT B-O 
phép OT B-O 
augment OT B-O 
Multi-crop OT B-O 
( OT B-O 
Nguồn OT B-O 
[ OT B-O 
Car OT B-O 
+20 OT B-O 
] OT B-O 
) OT B-O 
thức OT B-O 
số OT B-O 
( OT B-O 
16 OT B-O 
) OT B-O 
, OT B-O 
song OT B-O 
trong OT B-O 
lúc OT B-O 
training OT B-O 
để OT B-O 
hạn OT B-O 
chê OT B-O 
về OT B-O 
mặt OT B-O 
thời OT B-O 
gian OT B-O 
, OT B-O 
mã OT B-O 
Q OT B-O 
được OT B-O 
lấy OT B-O 

quan OT B-O 
giữa OT B-O 
người OT B-O 
dùng OT B-O 
và OT B-O 
item OT B-O 
được OT B-O 
tính OT B-O 
bằng OT B-O 
: OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Trọng OT B-O 
Nhật OT B-O 
, OT B-O 
20143316 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 
31 OT B-O 

ĐỒ OT B-O 
ÁN OT B-O 
TỐT OT B-O 
NGHIỆP OT B-O 
HỆ OT B-O 
THỐNG OT B-O 
GIẢI OT B-O 
PHÁP OT B-O 
VIỆC OT B-O 
LÀM OT B-O 
Nguyễn OT B-O 
Đại OT B-O 
Dương OT B-O 

Củng LF B-LF 
cố LF I-LF 
trọng LF I-LF 
số LF I-LF 
mềm LF I-LF 
dẻo LF I-LF 
( OT B-O 
Elastic OT B-O 
Weight OT B-O 
Consolidation OT B-O 
, OT B-O 
EWC AN B-AN 
) OT B-O 
[ OT B-O 
5 OT B-O 
] OT B-O 
sử OT B-O 
dụng OT B-O 
ma OT B-O 
trận OT B-O 
thông OT B-O 

3.2 OT B-O 
Chống OT B-O 
quên OT B-O 
sử OT B-O 
dụng OT B-O 
cơ OT B-O 
chế OT B-O 
chú OT B-O 
ý OT B-O 
cứng OT B-O 
cho OT B-O 
tác OT B-O 
